ID,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival
0xc184 ,Drinks ,motorcycle ,2,No 
0xcb87 ,Meal ,motorcycle ,1,No 
0x42db ,Drinks ,motorcycle ,1,No 
0x1934 ,Snack ,motorcycle ,1,No 
0x6a8 ,Drinks ,scooter ,1,No 
0x3b65 ,Drinks ,motorcycle ,0,No 
0xa838 ,Buffet ,scooter ,0,No 
0xc5be ,Buffet ,scooter ,1,No 
0x6f2f ,Meal ,motorcycle ,1,No 
0xda57 ,Buffet ,motorcycle ,1,No 
0x20e9 ,Drinks ,scooter ,1,No 
0x5505 ,Meal ,scooter ,1,No 
0x66bd ,Buffet ,scooter ,1,No 
0xda9e ,Buffet ,motorcycle ,2,No 
0x8da2 ,Buffet ,electric_scooter ,1,No 
0x5ff4 ,Buffet ,motorcycle ,1,No 
0xa68a ,Meal ,motorcycle ,1,No 
0x8ba0 ,Snack ,scooter ,0,No 
0x809a ,Snack ,motorcycle ,1,No 
0xd2ac ,Drinks ,electric_scooter ,2,No 
0x11c5 ,Snack ,motorcycle ,1,No 
0xace ,Drinks ,scooter ,1,No 
0x9fd6 ,Drinks ,motorcycle ,1,No 
0xbbd3 ,Buffet ,scooter ,1,No 
0xb095 ,Drinks ,scooter ,1,No 
0xb2ea ,Meal ,motorcycle ,0,No 
0xbaab ,Snack ,motorcycle ,1,No 
0x7b5c ,Buffet ,motorcycle ,1,No 
0x5713 ,Drinks ,scooter ,0,No 
0xac12 ,Snack ,motorcycle ,0,No 
0xde90 ,Drinks ,motorcycle ,1,No 
0x5814 ,Buffet ,scooter ,0,No 
0x3778 ,Drinks ,motorcycle ,0,No 
0xd135 ,Snack ,motorcycle ,1,No 
0x6bb0 ,Meal ,motorcycle ,0,No 
0x2f03 ,Drinks ,scooter ,1,No 
0xd268 ,Buffet ,electric_scooter ,0,No 
0xc71a ,Buffet ,scooter ,0,Yes 
0xaf0f ,Drinks ,motorcycle ,1,No 
0x3088 ,Snack ,motorcycle ,1,No 
0xad0e ,Buffet ,motorcycle ,0,No 
0x7cad ,Meal ,electric_scooter ,1,No 
0x7817 ,Drinks ,scooter ,1,No 
0x68d3 ,Buffet ,motorcycle ,1,No 
0x8f15 ,Drinks ,motorcycle ,1,No 
0x7afc ,Drinks ,scooter ,1,No 
0x4bb4 ,Buffet ,motorcycle ,1,No 
0x6dcb ,Drinks ,scooter ,1,No 
0x2c6f ,Meal ,electric_scooter ,1,No 
0x6649 ,Meal ,motorcycle ,1,No 
0x1d0d ,Drinks ,scooter ,0,No 
0x6875 ,Buffet ,scooter ,1,No 
0x6dc1 ,Meal ,scooter ,1,No 
0x29a9 ,Meal ,scooter ,1,No 
0x4e07 ,Meal ,scooter ,0,No 
0xa367 ,Snack ,motorcycle ,1,No 
0x4c36 ,Snack ,scooter ,1,No 
0x6f2e ,Snack ,motorcycle ,1,No 
0x6ea6 ,Meal ,motorcycle ,0,No 
0xb8f4 ,Drinks ,motorcycle ,1,No 
0x67db ,Drinks ,motorcycle ,2,No 
0x4f70 ,Meal ,electric_scooter ,0,No 
0x4c10 ,Drinks ,motorcycle ,1,No 
0x7bd ,Drinks ,motorcycle ,1,No 
0x330d ,Meal ,scooter ,1,No 
0x90a1 ,Drinks ,scooter ,1,No 
0x187b ,Meal ,motorcycle ,0,No 
0xbcd3 ,Drinks ,electric_scooter ,1,No 
0x1c2b ,Meal ,motorcycle ,0,No 
0xbe08 ,Buffet ,motorcycle ,1,No 
0x68c6 ,Buffet ,scooter ,0,No 
0x4708 ,Buffet ,scooter ,1,No 
0x7f95 ,Buffet ,motorcycle ,3,No 
0xc2a2 ,Snack ,motorcycle ,0,Yes 
0x29b3 ,Meal ,scooter ,0,No 
0x894b ,Meal ,motorcycle ,1,No 
0xa7cb ,Buffet ,scooter ,1,No 
0xcfcf ,Meal ,motorcycle ,1,No 
0xbef0 ,Drinks ,motorcycle ,2,No 
0x5b25 ,Snack ,motorcycle ,1,No 
0xada4 ,Snack ,motorcycle ,1,No 
0x653a ,Meal ,motorcycle ,0,No 
0x8add ,Drinks ,scooter ,0,No 
0xc018 ,Meal ,motorcycle ,1,No 
0xd330 ,Meal ,motorcycle ,0,No 
0x38e6 ,Snack ,scooter ,0,No 
0x16ea ,Meal ,scooter ,1,No 
0x5d21 ,Snack ,motorcycle ,0,No 
0x8d68 ,Buffet ,motorcycle ,0,No 
0x9eb0 ,Meal ,motorcycle ,1,No 
0xb9b5 ,Snack ,scooter ,0,No 
0x6cc ,Buffet ,motorcycle ,2,No 
0x8258 ,Meal ,motorcycle ,2,No 
0xae22 ,Snack ,motorcycle ,2,No 
0x49d7 ,Snack ,electric_scooter ,NaN ,No 
0xc6f8 ,Snack ,motorcycle ,0,No 
0xbfb6 ,Snack ,motorcycle ,0,No 
0xd63b ,Snack ,motorcycle ,0,No 
0x675e ,Drinks ,motorcycle ,1,No 
0x1da0 ,Buffet ,motorcycle ,1,No 
0x9079 ,Buffet ,scooter ,1,No 
0x21da ,Buffet ,motorcycle ,0,No 
0x79b0 ,Snack ,motorcycle ,0,No 
0xd1c7 ,Snack ,electric_scooter ,0,No 
0x6078 ,Drinks ,scooter ,1,No 
0x1ffc ,Drinks ,motorcycle ,0,No 
0x72cd ,Buffet ,scooter ,1,No 
0xca43 ,Meal ,scooter ,1,No 
0x704 ,Buffet ,scooter ,1,No 
0x7f79 ,Buffet ,motorcycle ,1,No 
0xd4f5 ,Snack ,motorcycle ,1,No 
0xc260 ,Drinks ,motorcycle ,0,No 
0xae8c ,Meal ,motorcycle ,1,No 
0x61a9 ,Buffet ,scooter ,1,No 
0x700d ,Snack ,scooter ,1,No 
0x6abc ,Buffet ,motorcycle ,1,No 
0x4005 ,Snack ,scooter ,1,No 
0x77dc ,Snack ,motorcycle ,0,No 
0xb384 ,Buffet ,motorcycle ,1,No 
0xb1ba ,Drinks ,scooter ,1,No 
0x98a5 ,Buffet ,motorcycle ,0,No 
0x436a ,Meal ,motorcycle ,2,No 
0x9db9 ,Meal ,motorcycle ,2,No 
0xc107 ,Drinks ,motorcycle ,2,No 
0x3f0e ,Snack ,motorcycle ,0,No 
0x58b2 ,Buffet ,scooter ,1,No 
0x9e0d ,Meal ,motorcycle ,1,No 
0x402 ,Meal ,scooter ,1,No 
0x9a6d ,Meal ,scooter ,1,No 
0x5003 ,Snack ,motorcycle ,0,No 
0x4701 ,Buffet ,motorcycle ,1,No 
0x4f83 ,Meal ,scooter ,0,No 
0x46ad ,Snack ,motorcycle ,1,No 
0x2bf0 ,Buffet ,scooter ,1,No 
0x9b9f ,Meal ,scooter ,1,No 
0x87d9 ,Buffet ,motorcycle ,0,No 
0x1a2c ,Meal ,scooter ,0,No 
0xbe95 ,Buffet ,motorcycle ,0,No 
0x38c8 ,Buffet ,motorcycle ,1,No 
0xd739 ,Meal ,electric_scooter ,1,No 
0x1736 ,Meal ,motorcycle ,0,No 
0xb61a ,Drinks ,electric_scooter ,1,No 
0xa194 ,Buffet ,motorcycle ,2,No 
0x3498 ,Snack ,motorcycle ,1,No 
0xa300 ,Snack ,motorcycle ,1,No 
0x5d1e ,Drinks ,motorcycle ,1,No 
0x4fd5 ,Buffet ,scooter ,0,No 
0x97e6 ,Drinks ,scooter ,0,No 
0x4c9f ,Drinks ,motorcycle ,1,No 
0x3eb7 ,Snack ,motorcycle ,1,No 
0xcdf1 ,Drinks ,scooter ,1,No 
0x4a1e ,Buffet ,electric_scooter ,0,No 
0x41bc ,Buffet ,motorcycle ,1,No 
0xddcd ,Meal ,motorcycle ,0,No 
0x1d30 ,Drinks ,motorcycle ,0,No 
0xa922 ,Meal ,electric_scooter ,0,No 
0xc753 ,Drinks ,motorcycle ,1,No 
0x69e2 ,Snack ,electric_scooter ,1,No 
0x197e ,Snack ,electric_scooter ,1,No 
0x99d0 ,Meal ,scooter ,0,No 
0x4a20 ,Snack ,motorcycle ,0,No 
0x7c58 ,Drinks ,motorcycle ,1,No 
0x822 ,Buffet ,electric_scooter ,1,No 
0x54fe ,Drinks ,motorcycle ,1,No 
0x79cf ,Snack ,electric_scooter ,1,No 
0x907d ,Snack ,electric_scooter ,0,No 
0x4ce7 ,Meal ,motorcycle ,1,No 
0x79e1 ,Meal ,motorcycle ,1,No 
0xb8b0 ,Snack ,motorcycle ,1,No 
0x51c2 ,Meal ,scooter ,0,No 
0xaab0 ,Drinks ,motorcycle ,0,No 
0x2d4c ,Buffet ,electric_scooter ,0,No 
0x1d58 ,Buffet ,scooter ,1,No 
0x35db ,Snack ,motorcycle ,0,No 
0xacb8 ,Snack ,motorcycle ,0,No 
0xd972 ,Snack ,motorcycle ,1,No 
0xdb7f ,Buffet ,scooter ,1,No 
0x8e81 ,Meal ,motorcycle ,0,No 
0x5bf4 ,Buffet ,scooter ,0,No 
0x75d2 ,Meal ,motorcycle ,1,NaN 
0x9e43 ,Meal ,motorcycle ,1,No 
0x9cb3 ,Snack ,scooter ,0,No 
0x9e91 ,Meal ,motorcycle ,1,No 
0x2f6f ,Meal ,motorcycle ,1,No 
0x135f ,Meal ,motorcycle ,1,No 
0x4b58 ,Meal ,motorcycle ,0,No 
0x9a45 ,Drinks ,electric_scooter ,1,No 
0x642c ,Snack ,motorcycle ,1,No 
0xc45b ,Drinks ,electric_scooter ,1,No 
0x59a ,Buffet ,scooter ,1,No 
0xa761 ,Meal ,motorcycle ,1,No 
0x315c ,Buffet ,scooter ,NaN ,No 
0xe036 ,Buffet ,motorcycle ,0,No 
0x6702 ,Meal ,motorcycle ,1,No 
0xc83 ,Meal ,motorcycle ,0,No 
0x515d ,Buffet ,motorcycle ,1,No 
0xa74a ,Buffet ,motorcycle ,1,No 
0x7941 ,Drinks ,scooter ,1,No 
0xdb3f ,Snack ,scooter ,1,No 
0x1f1a ,Buffet ,motorcycle ,1,No 
0x25e5 ,Snack ,motorcycle ,1,No 
0xa13a ,Buffet ,motorcycle ,0,No 
0x66d1 ,Meal ,motorcycle ,1,No 
0x529f ,Buffet ,scooter ,1,No 
0xd655 ,Drinks ,motorcycle ,0,No 
0xd15e ,Snack ,motorcycle ,0,No 
0x99e5 ,Buffet ,motorcycle ,0,No 
0x2619 ,Snack ,motorcycle ,1,No 
0x6fb5 ,Buffet ,scooter ,1,No 
0xb1a2 ,Meal ,electric_scooter ,1,No 
0x3f2e ,Meal ,motorcycle ,1,No 
0x2f47 ,Buffet ,motorcycle ,1,No 
0x6856 ,Buffet ,scooter ,1,No 
0x4003 ,Meal ,scooter ,0,No 
0xb22c ,Drinks ,motorcycle ,1,No 
0xcb70 ,Buffet ,motorcycle ,0,No 
0x58ea ,Drinks ,scooter ,0,No 
0xb2d7 ,Buffet ,scooter ,0,No 
0x108e ,Snack ,motorcycle ,1,No 
0x7f2f ,Meal ,scooter ,0,No 
0x2030 ,Snack ,motorcycle ,1,No 
0x478c ,Meal ,electric_scooter ,1,No 
0x7bb4 ,Drinks ,motorcycle ,1,No 
0xa4a6 ,Meal ,motorcycle ,1,No 
0x784b ,Meal ,motorcycle ,1,No 
0x6e70 ,Buffet ,motorcycle ,1,No 
0xd37d ,Snack ,motorcycle ,3,No 
0xdd01 ,Meal ,motorcycle ,1,No 
0x324d ,Buffet ,motorcycle ,0,No 
0x5184 ,Drinks ,scooter ,0,No 
0xcac5 ,Meal ,motorcycle ,1,No 
0x3934 ,Buffet ,scooter ,0,No 
0xa827 ,Drinks ,motorcycle ,0,Yes 
0xb00f ,Meal ,motorcycle ,0,No 
0x8940 ,Meal ,scooter ,2,No 
0xa8c5 ,Snack ,motorcycle ,2,No 
0xa18e ,Drinks ,motorcycle ,0,No 
0x9454 ,Buffet ,motorcycle ,1,No 
0x339a ,Drinks ,motorcycle ,1,No 
0x7c3e ,Snack ,motorcycle ,1,No 
0x89f3 ,Meal ,scooter ,1,No 
0x5879 ,Meal ,motorcycle ,0,No 
0xb500 ,Meal ,motorcycle ,1,No 
0x425f ,Drinks ,motorcycle ,1,No 
0x2dc0 ,Drinks ,scooter ,1,No 
0x1f82 ,Buffet ,motorcycle ,1,No 
0x6c16 ,Meal ,electric_scooter ,1,No 
0x97ae ,Drinks ,motorcycle ,0,No 
0x4b45 ,Buffet ,scooter ,0,No 
0x986f ,Drinks ,motorcycle ,NaN ,No 
0xa11f ,Buffet ,electric_scooter ,1,No 
0x2549 ,Buffet ,motorcycle ,1,No 
0xb173 ,Snack ,scooter ,0,No 
0xcba7 ,Meal ,scooter ,1,No 
0xb77 ,Snack ,motorcycle ,1,No 
0x738e ,Drinks ,scooter ,0,No 
0x170b ,Drinks ,motorcycle ,1,No 
0x5677 ,Buffet ,motorcycle ,0,No 
0x2d8e ,Snack ,motorcycle ,1,No 
0x115f ,Snack ,motorcycle ,1,No 
0x90bd ,Drinks ,motorcycle ,2,No 
0x8889 ,Buffet ,motorcycle ,1,No 
0xa898 ,Buffet ,scooter ,1,No 
0x4fb5 ,Buffet ,electric_scooter ,1,No 
0xc0ce ,Buffet ,motorcycle ,1,No 
0xa88a ,Meal ,motorcycle ,1,No 
0x5c2b ,Meal ,motorcycle ,1,No 
0x6dec ,Meal ,scooter ,1,No 
0xd645 ,Buffet ,scooter ,0,No 
0x4012 ,Meal ,motorcycle ,1,Yes 
0x7aa2 ,Snack ,motorcycle ,0,No 
0x15db ,Meal ,motorcycle ,1,No 
0x4f8a ,Meal ,motorcycle ,1,No 
0xbcae ,Buffet ,scooter ,0,No 
0x338a ,Snack ,motorcycle ,0,No 
0x6c42 ,Snack ,motorcycle ,0,No 
0x678b ,Meal ,motorcycle ,1,No 
0xacc8 ,Buffet ,scooter ,1,No 
0x17fe ,Snack ,scooter ,0,No 
0x10fd ,Drinks ,motorcycle ,1,No 
0x4081 ,Buffet ,scooter ,1,No 
0x7e14 ,Buffet ,scooter ,0,No 
0x380b ,Buffet ,scooter ,1,No 
0x12cb ,Drinks ,scooter ,1,No 
0x372b ,Meal ,scooter ,0,No 
0xcdb ,Drinks ,motorcycle ,0,No 
0xc961 ,Meal ,motorcycle ,0,No 
0x11fb ,Snack ,motorcycle ,1,No 
0x37ce ,Drinks ,motorcycle ,1,No 
0xc637 ,Buffet ,scooter ,1,No 
0x7804 ,Meal ,scooter ,1,No 
0xc54a ,Buffet ,scooter ,1,No 
0x9f0e ,Snack ,motorcycle ,0,No 
0x2f02 ,Buffet ,motorcycle ,1,No 
0x4290 ,Buffet ,scooter ,1,No 
0xcc1d ,Snack ,scooter ,1,No 
0xa63 ,Meal ,scooter ,1,No 
0x12b9 ,Snack ,motorcycle ,0,No 
0x7546 ,Drinks ,motorcycle ,0,No 
0x4732 ,Snack ,motorcycle ,1,No 
0xf89 ,Buffet ,motorcycle ,0,No 
0x60d8 ,Snack ,motorcycle ,1,No 
0x33a2 ,Drinks ,motorcycle ,0,No 
0x33da ,Drinks ,scooter ,1,No 
0xc8f4 ,Buffet ,motorcycle ,2,No 
0xab17 ,Buffet ,motorcycle ,1,No 
0x62c8 ,Drinks ,motorcycle ,1,No 
0x75df ,Buffet ,scooter ,0,No 
0x5cc7 ,Buffet ,motorcycle ,1,No 
0x4fdf ,Snack ,motorcycle ,1,No 
0x47f ,Buffet ,scooter ,NaN ,No 
0x27cf ,Drinks ,motorcycle ,1,No 
0xda4d ,Buffet ,scooter ,1,No 
0xbcc9 ,Meal ,motorcycle ,0,No 
0xe25a ,Snack ,electric_scooter ,1,No 
0xd5b2 ,Drinks ,scooter ,0,No 
0x4e31 ,Snack ,scooter ,0,No 
0x31d3 ,Buffet ,scooter ,1,No 
0x307c ,Drinks ,motorcycle ,0,No 
0x9979 ,Buffet ,motorcycle ,1,No 
0x1b5c ,Buffet ,motorcycle ,0,No 
0x9cce ,Buffet ,motorcycle ,0,No 
0x93ec ,Buffet ,scooter ,1,No 
0xbe62 ,Buffet ,electric_scooter ,1,No 
0x23c7 ,Meal ,motorcycle ,NaN ,No 
0xe149 ,Meal ,motorcycle ,1,No 
0x9d94 ,Meal ,scooter ,0,No 
0xd30d ,Buffet ,motorcycle ,1,No 
0x433c ,Drinks ,motorcycle ,1,No 
0x6f3c ,Meal ,motorcycle ,0,No 
0xd7f1 ,Drinks ,scooter ,1,NaN 
0xb28e ,Meal ,motorcycle ,1,No 
0x83f6 ,Buffet ,scooter ,1,No 
0x8ed0 ,Meal ,motorcycle ,1,No 
0xa6db ,Drinks ,electric_scooter ,1,No 
0x6f57 ,Buffet ,scooter ,0,No 
0x59f1 ,Snack ,motorcycle ,0,No 
0xd9a6 ,Drinks ,scooter ,1,No 
0xbd3a ,Meal ,motorcycle ,1,No 
0x1b0a ,Meal ,motorcycle ,1,No 
0x8278 ,Buffet ,electric_scooter ,1,No 
0xd648 ,Snack ,motorcycle ,1,No 
0x5573 ,Meal ,motorcycle ,NaN ,No 
0xae0b ,Buffet ,scooter ,0,No 
0x6a81 ,Meal ,scooter ,1,No 
0x636b ,Meal ,motorcycle ,1,No 
0x8884 ,Drinks ,motorcycle ,1,No 
0x1ca9 ,Snack ,motorcycle ,0,No 
0x6f63 ,Snack ,scooter ,1,No 
0x85f5 ,Buffet ,scooter ,1,No 
0xc1ac ,Snack ,motorcycle ,1,No 
0xe16 ,Meal ,motorcycle ,1,No 
0x2f12 ,Drinks ,electric_scooter ,1,No 
0xb1f2 ,Buffet ,motorcycle ,1,No 
0x5a53 ,Snack ,electric_scooter ,1,No 
0x1cf6 ,Drinks ,motorcycle ,0,No 
0x1f66 ,Snack ,motorcycle ,0,No 
0xcfb1 ,Buffet ,scooter ,2,No 
0x3ed ,Buffet ,electric_scooter ,2,Yes 
0x754d ,Snack ,scooter ,1,No 
0xc0f6 ,Buffet ,scooter ,0,No 
0x42e6 ,Meal ,motorcycle ,0,No 
0x5043 ,Drinks ,motorcycle ,1,No 
0x977c ,Snack ,scooter ,0,No 
0xc13c ,Meal ,motorcycle ,1,No 
0xb732 ,Snack ,motorcycle ,1,No 
0x190d ,Snack ,motorcycle ,0,No 
0x5a0 ,Meal ,motorcycle ,1,No 
0xac5c ,Snack ,scooter ,1,No 
0xcdfa ,Meal ,motorcycle ,1,No 
0x5dae ,Buffet ,scooter ,1,No 
0xddcb ,Meal ,electric_scooter ,0,No 
0x9088 ,Drinks ,motorcycle ,1,No 
0xa7a0 ,Drinks ,electric_scooter ,1,No 
0xb7a ,Snack ,motorcycle ,0,No 
0x2785 ,Drinks ,motorcycle ,1,No 
0x4dc5 ,Snack ,scooter ,1,No 
0x16ee ,Snack ,scooter ,NaN ,No 
0x5bab ,Meal ,motorcycle ,0,No 
0xdd8a ,Drinks ,scooter ,1,No 
0x230f ,Drinks ,motorcycle ,1,No 
0x9cbe ,Drinks ,motorcycle ,1,No 
0x475d ,Snack ,motorcycle ,1,No 
0xcd14 ,Drinks ,motorcycle ,2,No 
0x6f2c ,Meal ,motorcycle ,1,Yes 
0x726a ,Snack ,electric_scooter ,1,No 
0x2200 ,Meal ,motorcycle ,0,No 
0x45e3 ,Buffet ,scooter ,1,No 
0xdae3 ,Meal ,motorcycle ,NaN ,No 
0x17b5 ,Meal ,motorcycle ,1,No 
0x6fbb ,Drinks ,motorcycle ,1,No 
0x601e ,Meal ,scooter ,0,No 
0xcf01 ,Meal ,scooter ,0,No 
0x28a8 ,Drinks ,motorcycle ,0,No 
0x642b ,Drinks ,motorcycle ,0,No 
0xb566 ,Snack ,motorcycle ,1,No 
0x4429 ,Drinks ,motorcycle ,0,No 
0xb62c ,Drinks ,scooter ,1,No 
0x642f ,Snack ,motorcycle ,0,No 
0x9941 ,Buffet ,motorcycle ,1,No 
0xdc8e ,Drinks ,scooter ,0,No 
0xa13f ,Drinks ,motorcycle ,2,No 
0x7649 ,Meal ,motorcycle ,0,No 
0x7de5 ,Snack ,motorcycle ,1,No 
0x6f6a ,Snack ,electric_scooter ,0,No 
0x21d8 ,Snack ,motorcycle ,0,No 
0x3727 ,Drinks ,electric_scooter ,1,No 
0xace8 ,Meal ,scooter ,0,No 
0xc710 ,Snack ,electric_scooter ,1,No 
0xd153 ,Snack ,motorcycle ,0,NaN 
0x8510 ,Meal ,scooter ,1,No 
0xbd67 ,Meal ,motorcycle ,1,Yes 
0x1d21 ,Meal ,scooter ,1,No 
0x3b8d ,Buffet ,scooter ,1,No 
0x3e85 ,Buffet ,scooter ,0,No 
0xb56a ,Drinks ,motorcycle ,1,No 
0xcc36 ,Drinks ,motorcycle ,1,No 
0x6e3b ,Drinks ,scooter ,1,No 
0xdc3a ,Buffet ,motorcycle ,1,No 
0x1ff5 ,Snack ,motorcycle ,0,No 
0x6356 ,Drinks ,motorcycle ,1,No 
0x3653 ,Drinks ,motorcycle ,1,No 
0x2456 ,Snack ,motorcycle ,0,No 
0x573a ,Buffet ,scooter ,0,No 
0x7b69 ,Snack ,motorcycle ,1,No 
0x6761 ,Drinks ,motorcycle ,1,No 
0x6b55 ,Drinks ,motorcycle ,0,No 
0xdc42 ,Buffet ,electric_scooter ,1,No 
0x86db ,Snack ,scooter ,1,No 
0x11b6 ,Drinks ,scooter ,1,No 
0x3987 ,Meal ,electric_scooter ,1,No 
0x24a8 ,Buffet ,motorcycle ,1,No 
0x5d41 ,Meal ,motorcycle ,1,Yes 
0xc4fb ,Snack ,motorcycle ,1,No 
0x154e ,Meal ,motorcycle ,1,No 
0xc412 ,Meal ,motorcycle ,2,No 
0x6861 ,Snack ,motorcycle ,1,No 
0x1a6e ,Meal ,motorcycle ,0,No 
0x494d ,Buffet ,scooter ,1,No 
0xacf1 ,Drinks ,motorcycle ,1,No 
0x9537 ,Drinks ,motorcycle ,1,No 
0x9e35 ,Buffet ,electric_scooter ,1,No 
0x931c ,Buffet ,electric_scooter ,1,No 
0xe1d ,Meal ,motorcycle ,0,No 
0x5c08 ,Buffet ,scooter ,0,No 
0xbc09 ,Drinks ,motorcycle ,1,No 
0x2ac9 ,Snack ,motorcycle ,NaN ,No 
0x7352 ,Snack ,scooter ,0,No 
0xb5d7 ,Drinks ,electric_scooter ,1,No 
0x4a0f ,Drinks ,motorcycle ,0,No 
0xa31c ,Buffet ,motorcycle ,1,No 
0xb3d0 ,Drinks ,scooter ,1,No 
0x8a17 ,Buffet ,motorcycle ,1,No 
0xe227 ,Buffet ,scooter ,0,No 
0xa39 ,Snack ,scooter ,1,No 
0x3b73 ,Snack ,motorcycle ,0,No 
0x3341 ,Buffet ,scooter ,1,No 
0xa5e6 ,Snack ,motorcycle ,2,Yes 
0x291a ,Buffet ,motorcycle ,0,No 
0xc38d ,Drinks ,motorcycle ,0,No 
0xc115 ,Drinks ,motorcycle ,1,No 
0x8235 ,Meal ,motorcycle ,1,No 
0x7524 ,Drinks ,electric_scooter ,1,No 
0x9729 ,Snack ,motorcycle ,0,No 
0x61ad ,Snack ,scooter ,1,No 
0x4905 ,Meal ,motorcycle ,1,No 
0x57aa ,Snack ,motorcycle ,0,No 
0x6a72 ,Meal ,motorcycle ,1,No 
0x4cf6 ,Buffet ,scooter ,1,No 
0x57d ,Drinks ,electric_scooter ,1,No 
0x79c2 ,Drinks ,motorcycle ,0,No 
0x44c3 ,Buffet ,scooter ,0,No 
0x1403 ,Buffet ,scooter ,0,No 
0x8978 ,Buffet ,motorcycle ,1,No 
0xa978 ,Drinks ,motorcycle ,0,No 
0x261c ,Drinks ,scooter ,2,No 
0xbdd ,Buffet ,electric_scooter ,1,No 
0x62f3 ,Buffet ,scooter ,1,No 
0x7e6 ,Meal ,scooter ,0,Yes 
0xd684 ,Drinks ,scooter ,1,No 
0x20f2 ,Buffet ,electric_scooter ,1,No 
0xa597 ,Buffet ,scooter ,0,No 
0x2e6d ,Snack ,motorcycle ,0,No 
0xc7d6 ,Drinks ,scooter ,0,No 
0x44f2 ,Meal ,motorcycle ,0,No 
0x76b5 ,Meal ,motorcycle ,1,No 
0x9ffe ,Snack ,scooter ,0,No 
0x892f ,Buffet ,motorcycle ,1,No 
0xb60c ,Snack ,electric_scooter ,0,No 
0x7034 ,Meal ,scooter ,1,No 
0xc1bc ,Drinks ,scooter ,0,No 
0xaf2a ,Snack ,motorcycle ,0,No 
0x7653 ,Snack ,motorcycle ,1,No 
0x8138 ,Meal ,motorcycle ,1,No 
0xbebb ,Drinks ,motorcycle ,0,No 
0x37e1 ,Snack ,motorcycle ,0,No 
0x8d7 ,Snack ,motorcycle ,0,No 
0x2543 ,Drinks ,scooter ,1,No 
0x51e8 ,Buffet ,motorcycle ,NaN ,No 
0x965b ,Buffet ,motorcycle ,1,No 
0xe1f8 ,Meal ,motorcycle ,1,No 
0x4803 ,Snack ,scooter ,1,No 
0x5682 ,Drinks ,motorcycle ,1,No 
0x3330 ,Meal ,motorcycle ,1,No 
0xb970 ,Snack ,scooter ,1,No 
0xb5d1 ,Snack ,scooter ,0,No 
0xaafe ,Buffet ,scooter ,0,No 
0xd5ac ,Drinks ,motorcycle ,0,No 
0xd8d1 ,Snack ,motorcycle ,1,No 
0x2e45 ,Meal ,motorcycle ,NaN ,No 
0x573 ,Snack ,motorcycle ,1,No 
0x4450 ,Drinks ,motorcycle ,NaN ,No 
0x90d3 ,Buffet ,motorcycle ,0,No 
0x2814 ,Meal ,scooter ,0,No 
0x67ec ,Drinks ,scooter ,1,No 
0xd6f2 ,Buffet ,scooter ,0,No 
0xdfd2 ,Drinks ,motorcycle ,1,No 
0x814b ,Buffet ,scooter ,1,No 
0x6638 ,Drinks ,motorcycle ,0,No 
0x26d2 ,Drinks ,motorcycle ,0,No 
0x26de ,Snack ,motorcycle ,1,No 
0xc36e ,Meal ,scooter ,0,No 
0xc6f9 ,Drinks ,motorcycle ,1,No 
0x7d85 ,Snack ,scooter ,1,No 
0xdca1 ,Snack ,scooter ,1,No 
0xe274 ,Drinks ,motorcycle ,0,No 
0xdb36 ,Drinks ,motorcycle ,1,No 
0x7323 ,Buffet ,motorcycle ,1,No 
0x9913 ,Drinks ,motorcycle ,0,No 
0x6cdc ,Snack ,motorcycle ,1,No 
0x79d9 ,Snack ,motorcycle ,0,No 
0x4767 ,Buffet ,motorcycle ,2,No 
0xc1fc ,Snack ,scooter ,1,No 
0x1482 ,Snack ,motorcycle ,0,No 
0x338c ,Buffet ,scooter ,1,No 
0x8b1 ,Buffet ,motorcycle ,0,No 
0xa766 ,Meal ,scooter ,1,No 
0x4399 ,Buffet ,scooter ,0,No 
0x1cf0 ,Meal ,electric_scooter ,1,No 
0x5886 ,Drinks ,scooter ,0,No 
0x167a ,Snack ,electric_scooter ,0,No 
0xa85f ,Buffet ,motorcycle ,1,No 
0x1f13 ,Buffet ,motorcycle ,1,No 
0x9bc6 ,Snack ,motorcycle ,0,No 
0xcd76 ,Snack ,motorcycle ,1,No 
0x2593 ,Meal ,motorcycle ,1,No 
0xb304 ,Meal ,motorcycle ,NaN ,No 
0xc0df ,Buffet ,scooter ,1,No 
0x2459 ,Meal ,scooter ,0,No 
0xc5ef ,Buffet ,motorcycle ,0,No 
0x16e4 ,Buffet ,motorcycle ,0,No 
0x403a ,Drinks ,electric_scooter ,1,No 
0xd8fe ,Drinks ,motorcycle ,1,No 
0xbb39 ,Meal ,scooter ,0,No 
0x336d ,Buffet ,motorcycle ,0,No 
0xbc4d ,Meal ,electric_scooter ,0,No 
0x5c62 ,Buffet ,scooter ,0,No 
0x7f02 ,Meal ,motorcycle ,0,No 
0x762f ,Buffet ,motorcycle ,1,No 
0xf08 ,Meal ,electric_scooter ,0,No 
0xba2a ,Buffet ,scooter ,1,No 
0x2c9b ,Buffet ,motorcycle ,1,No 
0x80fb ,Meal ,motorcycle ,1,No 
0x4053 ,Snack ,scooter ,1,No 
0x9328 ,Buffet ,motorcycle ,2,No 
0xcd85 ,Drinks ,motorcycle ,0,No 
0x28e2 ,Snack ,scooter ,0,No 
0x3cd0 ,Buffet ,scooter ,1,No 
