Delivery_person_ID,Delivery_person_Age,Vehicle_condition
LUDHRES07DEL01 ,30,1
VADRES13DEL03 ,27,1
COIMBRES010DEL01 ,30,2
ALHRES13DEL02 ,30,2
KNPRES16DEL01 ,31,2
RANCHIRES01DEL02 ,20,2
AURGRES07DEL02 ,24,1
AURGRES09DEL01 ,28,1
HYDRES12DEL02 ,20,2
COIMBRES14DEL01 ,36,1
SURRES12DEL02 ,20,1
HYDRES20DEL02 ,39,1
JAPRES20DEL01 ,32,0
MUMRES15DEL01 ,20,2
PUNERES17DEL02 ,26,2
BANGRES16DEL02 ,25,0
RANCHIRES09DEL02 ,25,2
MYSRES13DEL02 ,37,0
AGRRES12DEL01 ,26,2
LUDHRES09DEL03 ,28,2
BANGRES09DEL02 ,37,2
CHENRES19DEL02 ,NaN ,2
COIMBRES18DEL03 ,24,1
HYDRES010DEL02 ,38,0
SURRES18DEL01 ,37,1
PUNERES03DEL02 ,38,1
PUNERES08DEL02 ,39,1
HYDRES18DEL02 ,NaN ,2
CHENRES18DEL02 ,NaN ,3
ALHRES08DEL01 ,32,1
ALHRES14DEL02 ,20,0
CHENRES17DEL03 ,25,2
KOCRES12DEL01 ,28,1
GOARES14DEL02 ,39,2
CHENRES17DEL03 ,27,2
LUDHRES08DEL03 ,NaN ,2
BANGRES06DEL02 ,35,0
RANCHIRES04DEL03 ,26,1
MUMRES15DEL02 ,28,0
DEHRES09DEL03 ,39,1
COIMBRES02DEL01 ,36,1
SURRES05DEL01 ,39,0
INDORES19DEL01 ,35,0
HYDRES17DEL03 ,35,2
COIMBRES02DEL01 ,31,2
VADRES03DEL02 ,21,0
JAPRES19DEL03 ,35,2
MYSRES15DEL03 ,34,0
CHENRES14DEL01 ,29,0
PUNERES04DEL01 ,23,0
JAPRES04DEL02 ,29,2
JAPRES15DEL03 ,24,0
MUMRES010DEL01 ,22,2
INDORES11DEL02 ,38,0
BANGRES18DEL03 ,29,2
INDORES14DEL03 ,21,1
CHENRES08DEL01 ,25,2
MYSRES16DEL01 ,32,2
HYDRES11DEL03 ,20,0
AURGRES18DEL02 ,29,1
HYDRES07DEL02 ,36,1
BANGRES010DEL03 ,29,2
MYSRES20DEL03 ,33,1
HYDRES11DEL01 ,31,0
PUNERES02DEL02 ,30,1
INDORES07DEL03 ,38,2
LUDHRES07DEL01 ,36,0
JAPRES15DEL03 ,35,2
VADRES17DEL02 ,26,0
BANGRES16DEL03 ,38,0
JAPRES010DEL02 ,30,1
AURGRES08DEL03 ,27,0
COIMBRES02DEL03 ,39,0
LUDHRES06DEL01 ,35,0
AGRRES16DEL02 ,31,2
RANCHIRES16DEL03 ,31,0
CHENRES02DEL03 ,32,1
LUDHRES09DEL02 ,29,1
INDORES18DEL02 ,34,1
JAPRES17DEL01 ,37,0
PUNERES12DEL03 ,36,1
RANCHIRES11DEL02 ,21,2
HYDRES04DEL02 ,34,0
JAPRES04DEL02 ,28,2
PUNERES06DEL02 ,33,2
HYDRES17DEL03 ,32,1
INDORES11DEL01 ,32,0
VADRES13DEL02 ,35,0
RANCHIRES11DEL03 ,37,0
MYSRES08DEL02 ,31,2
RANCHIRES14DEL02 ,37,2
AURGRES010DEL03 ,21,2
VADRES12DEL01 ,25,2
BANGRES07DEL02 ,36,1
SURRES11DEL02 ,27,0
COIMBRES16DEL01 ,20,0
COIMBRES11DEL02 ,32,2
CHENRES13DEL01 ,36,0
INDORES05DEL01 ,27,2
MYSRES15DEL01 ,26,2
PUNERES15DEL01 ,20,2
MYSRES20DEL01 ,37,0
PUNERES13DEL01 ,24,2
INDORES01DEL01 ,36,0
BANGRES15DEL02 ,28,0
AURGRES14DEL01 ,29,2
MUMRES20DEL03 ,23,1
SURRES19DEL02 ,24,0
INDORES05DEL03 ,28,1
JAPRES16DEL03 ,26,0
MUMRES010DEL01 ,36,2
VADRES03DEL01 ,33,0
INDORES01DEL02 ,39,1
INDORES16DEL02 ,28,1
LUDHRES12DEL03 ,24,1
CHENRES010DEL02 ,39,0
MUMRES15DEL03 ,26,0
BANGRES02DEL01 ,27,2
CHENRES05DEL01 ,29,1
COIMBRES02DEL03 ,31,0
VADRES03DEL03 ,32,2
AGRRES18DEL02 ,26,0
MYSRES02DEL01 ,NaN ,2
VADRES20DEL01 ,23,1
JAPRES04DEL01 ,27,2
CHENRES08DEL02 ,39,2
COIMBRES19DEL02 ,21,1
SURRES15DEL01 ,30,2
KOLRES07DEL02 ,24,1
HYDRES13DEL01 ,28,2
HYDRES15DEL02 ,28,2
MYSRES01DEL03 ,35,0
INDORES12DEL03 ,25,1
HYDRES01DEL03 ,25,0
CHENRES06DEL01 ,26,1
RANCHIRES06DEL01 ,25,0
BANGRES010DEL01 ,22,0
KNPRES15DEL02 ,37,1
INDORES01DEL02 ,33,2
JAPRES09DEL02 ,22,0
SURRES15DEL02 ,37,1
HYDRES02DEL01 ,22,2
MYSRES15DEL02 ,NaN ,3
KNPRES11DEL03 ,23,2
CHENRES06DEL02 ,28,1
BANGRES04DEL02 ,28,1
MYSRES17DEL01 ,20,1
COIMBRES12DEL03 ,39,0
INDORES01DEL03 ,24,2
MUMRES12DEL01 ,32,1
SURRES09DEL03 ,28,2
COIMBRES08DEL02 ,26,1
MYSRES08DEL03 ,24,1
SURRES02DEL02 ,29,2
JAPRES06DEL03 ,23,2
PUNERES17DEL02 ,34,2
VADRES08DEL03 ,32,2
MUMRES20DEL02 ,21,1
HYDRES13DEL02 ,22,2
CHENRES11DEL01 ,30,0
AGRRES11DEL01 ,39,1
INDORES12DEL01 ,23,0
BANGRES17DEL03 ,28,0
SURRES010DEL03 ,22,1
GOARES18DEL03 ,34,0
RANCHIRES20DEL02 ,34,2
MUMRES19DEL02 ,33,2
JAPRES08DEL02 ,35,1
MUMRES07DEL01 ,36,1
PUNERES18DEL01 ,35,2
JAPRES06DEL03 ,24,1
RANCHIRES01DEL01 ,20,2
INDORES15DEL03 ,20,1
PUNERES01DEL02 ,26,0
BHPRES01DEL03 ,35,2
LUDHRES12DEL03 ,30,2
KOLRES03DEL01 ,24,1
AGRRES18DEL03 ,29,1
MUMRES14DEL01 ,33,1
GOARES20DEL02 ,21,1
JAPRES18DEL02 ,26,0
MUMRES13DEL03 ,36,0
ALHRES17DEL01 ,38,0
INDORES11DEL01 ,37,2
MUMRES04DEL03 ,30,2
PUNERES07DEL01 ,27,1
AURGRES20DEL01 ,34,0
RANCHIRES13DEL01 ,37,2
PUNERES03DEL03 ,39,0
VADRES05DEL03 ,39,2
CHENRES01DEL01 ,NaN ,0
SURRES20DEL02 ,29,0
MUMRES010DEL02 ,30,1
SURRES02DEL01 ,30,2
MYSRES05DEL02 ,37,1
JAPRES15DEL02 ,32,1
KOLRES05DEL03 ,29,0
BHPRES09DEL03 ,29,1
LUDHRES17DEL01 ,35,0
HYDRES13DEL01 ,27,1
HYDRES19DEL01 ,27,2
VADRES05DEL02 ,22,0
MUMRES17DEL01 ,31,0
MYSRES07DEL02 ,33,1
AGRRES09DEL02 ,35,2
INDORES08DEL01 ,20,2
AURGRES12DEL03 ,32,0
RANCHIRES07DEL02 ,28,2
INDORES08DEL01 ,36,0
CHENRES20DEL01 ,35,1
HYDRES18DEL01 ,25,0
COIMBRES14DEL02 ,NaN ,0
HYDRES05DEL01 ,36,2
KOCRES16DEL03 ,37,1
GOARES010DEL03 ,36,0
CHENRES19DEL03 ,NaN ,2
PUNERES11DEL02 ,31,0
JAPRES06DEL02 ,39,0
COIMBRES02DEL03 ,21,2
MUMRES010DEL03 ,31,2
CHENRES18DEL03 ,38,1
MUMRES09DEL01 ,28,1
GOARES14DEL02 ,NaN ,1
COIMBRES06DEL02 ,30,1
SURRES16DEL01 ,34,1
JAPRES05DEL03 ,35,1
KOLRES03DEL02 ,39,2
KOCRES11DEL03 ,23,1
VADRES13DEL01 ,30,0
SURRES05DEL03 ,28,1
RANCHIRES20DEL03 ,NaN ,3
MYSRES04DEL03 ,20,2
MYSRES08DEL03 ,39,0
RANCHIRES08DEL03 ,25,1
MYSRES15DEL03 ,33,0
CHENRES12DEL02 ,35,1
SURRES05DEL03 ,20,1
AGRRES16DEL03 ,32,1
MYSRES02DEL03 ,39,2
KOCRES03DEL03 ,30,1
MUMRES15DEL03 ,37,0
GOARES14DEL02 ,33,1
MYSRES09DEL01 ,26,2
GOARES14DEL01 ,21,1
RANCHIRES04DEL01 ,21,2
JAPRES12DEL02 ,26,0
AGRRES01DEL02 ,37,0
BANGRES010DEL01 ,22,2
VADRES07DEL03 ,21,0
HYDRES14DEL02 ,32,1
KOLRES07DEL03 ,33,0
BANGRES13DEL02 ,29,0
MUMRES07DEL03 ,37,2
BANGRES03DEL01 ,NaN ,3
ALHRES04DEL02 ,20,1
VADRES02DEL01 ,37,1
PUNERES19DEL01 ,28,0
MYSRES19DEL02 ,39,0
MYSRES12DEL02 ,35,2
INDORES13DEL02 ,35,1
HYDRES03DEL02 ,28,1
HYDRES12DEL01 ,28,2
VADRES11DEL02 ,28,2
COIMBRES12DEL01 ,38,1
SURRES19DEL01 ,38,2
INDORES010DEL02 ,22,2
KOLRES06DEL01 ,24,2
COIMBRES01DEL03 ,21,1
VADRES05DEL03 ,26,1
CHENRES09DEL02 ,20,2
VADRES06DEL02 ,28,2
AURGRES20DEL02 ,22,1
RANCHIRES04DEL02 ,25,1
PUNERES15DEL01 ,28,1
BANGRES04DEL03 ,36,1
MUMRES01DEL02 ,34,0
VADRES11DEL02 ,33,1
CHENRES04DEL01 ,27,0
COIMBRES11DEL03 ,28,0
INDORES05DEL03 ,20,0
COIMBRES15DEL01 ,35,2
MUMRES13DEL01 ,28,2
BANGRES01DEL03 ,20,0
SURRES01DEL01 ,33,2
LUDHRES18DEL01 ,24,2
INDORES02DEL02 ,20,2
CHENRES04DEL01 ,25,0
VADRES04DEL02 ,24,2
AURGRES16DEL02 ,23,1
MYSRES11DEL01 ,31,1
GOARES18DEL02 ,21,2
AGRRES05DEL02 ,24,0
HYDRES03DEL03 ,39,1
MUMRES04DEL03 ,20,2
MUMRES17DEL03 ,29,0
MYSRES16DEL03 ,36,0
BANGRES09DEL02 ,26,1
MUMRES14DEL02 ,26,1
SURRES02DEL01 ,25,2
INDORES16DEL01 ,35,2
GOARES07DEL03 ,29,0
CHENRES13DEL03 ,NaN ,1
SURRES19DEL02 ,28,1
HYDRES20DEL03 ,25,0
VADRES03DEL02 ,26,2
BANGRES19DEL01 ,39,1
PUNERES12DEL03 ,25,1
VADRES12DEL01 ,36,0
GOARES04DEL01 ,26,1
BHPRES16DEL01 ,38,0
KOLRES17DEL03 ,39,0
DEHRES09DEL02 ,24,1
HYDRES18DEL01 ,30,1
SURRES04DEL03 ,33,2
BANGRES14DEL03 ,39,0
HYDRES11DEL02 ,26,2
VADRES17DEL03 ,22,2
CHENRES15DEL01 ,20,2
HYDRES04DEL02 ,25,2
AURGRES07DEL03 ,29,0
MUMRES02DEL02 ,37,2
KNPRES11DEL01 ,32,1
MUMRES03DEL01 ,22,2
BHPRES09DEL02 ,29,1
HYDRES05DEL02 ,28,1
PUNERES17DEL01 ,25,1
BANGRES010DEL02 ,39,2
JAPRES02DEL02 ,20,1
JAPRES20DEL02 ,31,1
VADRES010DEL02 ,22,0
JAPRES13DEL01 ,33,2
COIMBRES03DEL02 ,24,1
INDORES010DEL01 ,23,2
PUNERES13DEL02 ,34,1
JAPRES20DEL03 ,21,1
HYDRES15DEL02 ,38,0
BHPRES13DEL02 ,27,0
VADRES02DEL02 ,39,0
CHENRES15DEL03 ,25,2
MYSRES11DEL01 ,30,1
COIMBRES04DEL03 ,36,0
HYDRES15DEL03 ,30,1
COIMBRES09DEL01 ,28,2
VADRES18DEL02 ,21,2
COIMBRES08DEL01 ,32,1
MYSRES09DEL02 ,22,0
PUNERES13DEL02 ,31,1
ALHRES04DEL03 ,23,1
KOCRES06DEL02 ,35,2
KOLRES07DEL03 ,23,2
JAPRES16DEL02 ,22,1
RANCHIRES16DEL02 ,32,1
SURRES07DEL02 ,NaN ,1
MUMRES13DEL03 ,37,0
BHPRES15DEL01 ,24,0
PUNERES07DEL03 ,32,1
INDORES11DEL03 ,38,0
RANCHIRES13DEL01 ,33,1
PUNERES07DEL01 ,28,0
SURRES06DEL03 ,36,0
HYDRES11DEL02 ,31,0
COIMBRES08DEL01 ,22,2
DEHRES20DEL03 ,29,2
MUMRES13DEL03 ,31,1
CHENRES15DEL02 ,37,2
KNPRES20DEL01 ,30,2
AURGRES03DEL02 ,35,1
VADRES16DEL03 ,25,2
BANGRES20DEL01 ,22,2
KOCRES19DEL02 ,20,1
HYDRES09DEL03 ,35,2
BANGRES02DEL02 ,21,2
COIMBRES16DEL01 ,30,0
AURGRES13DEL02 ,37,1
BHPRES06DEL01 ,22,1
JAPRES16DEL03 ,34,2
MYSRES06DEL03 ,23,1
LUDHRES12DEL02 ,38,2
CHENRES010DEL03 ,23,0
RANCHIRES16DEL02 ,NaN ,3
JAPRES17DEL01 ,36,1
MYSRES010DEL01 ,NaN ,1
VADRES16DEL03 ,25,1
AURGRES16DEL01 ,38,0
LUDHRES06DEL02 ,32,1
HYDRES08DEL02 ,26,1
CHENRES09DEL01 ,36,2
CHENRES14DEL01 ,38,0
RANCHIRES07DEL02 ,29,0
PUNERES01DEL03 ,NaN ,1
JAPRES04DEL01 ,21,0
CHENRES19DEL03 ,25,1
JAPRES12DEL03 ,37,1
KNPRES09DEL02 ,28,0
BHPRES16DEL02 ,36,1
CHENRES20DEL03 ,31,1
COIMBRES09DEL02 ,25,0
JAPRES01DEL02 ,27,1
KNPRES18DEL01 ,28,2
MYSRES11DEL03 ,37,1
INDORES06DEL01 ,31,1
MUMRES14DEL03 ,28,2
KNPRES010DEL03 ,27,1
MUMRES08DEL03 ,NaN ,1
DEHRES04DEL03 ,29,1
KNPRES19DEL02 ,34,2
MUMRES19DEL02 ,21,1
VADRES16DEL01 ,29,1
GOARES11DEL02 ,32,0
BANGRES19DEL01 ,30,1
INDORES17DEL03 ,22,1
DEHRES11DEL02 ,32,2
JAPRES17DEL01 ,32,0
KNPRES01DEL03 ,35,0
INDORES16DEL03 ,20,0
VADRES12DEL01 ,36,1
BANGRES05DEL02 ,22,0
CHENRES05DEL02 ,37,0
BHPRES08DEL03 ,34,0
JAPRES14DEL01 ,39,2
PUNERES04DEL01 ,39,1
INDORES08DEL02 ,31,2
INDORES18DEL02 ,25,2
BHPRES14DEL02 ,31,0
MYSRES09DEL01 ,31,2
PUNERES010DEL02 ,27,1
INDORES08DEL01 ,34,1
COIMBRES01DEL03 ,25,2
CHENRES05DEL02 ,21,2
SURRES01DEL02 ,30,2
CHENRES02DEL03 ,38,1
BANGRES09DEL03 ,34,1
DEHRES03DEL02 ,32,2
DEHRES14DEL01 ,20,0
PUNERES01DEL03 ,24,1
COIMBRES03DEL03 ,26,1
MUMRES03DEL01 ,33,1
BHPRES11DEL02 ,31,2
COIMBRES010DEL02 ,21,1
AGRRES13DEL01 ,23,2
JAPRES08DEL01 ,36,0
MYSRES010DEL01 ,22,0
PUNERES08DEL01 ,29,1
CHENRES19DEL01 ,50,3
HYDRES17DEL02 ,35,0
RANCHIRES18DEL03 ,30,2
JAPRES14DEL03 ,30,2
CHENRES06DEL01 ,33,2
BANGRES15DEL01 ,36,0
LUDHRES09DEL01 ,39,1
RANCHIRES20DEL02 ,20,2
BHPRES01DEL03 ,34,2
LUDHRES07DEL02 ,27,0
INDORES04DEL01 ,32,0
COIMBRES09DEL03 ,27,0
CHENRES010DEL03 ,33,0
SURRES12DEL03 ,21,2
ALHRES13DEL01 ,35,0
MUMRES15DEL01 ,33,2
MYSRES010DEL03 ,37,2
VADRES08DEL01 ,39,1
MUMRES11DEL02 ,36,0
COIMBRES010DEL02 ,21,0
COIMBRES18DEL03 ,21,2
SURRES15DEL03 ,30,2
HYDRES03DEL01 ,32,0
ALHRES18DEL02 ,32,0
SURRES19DEL02 ,27,0
COIMBRES07DEL02 ,30,1
BANGRES14DEL03 ,31,1
INDORES09DEL01 ,36,0
BANGRES13DEL01 ,28,2
VADRES19DEL01 ,37,1
VADRES14DEL02 ,23,0
HYDRES14DEL01 ,50,3
KOCRES15DEL01 ,38,1
KOLRES12DEL02 ,26,1
SURRES07DEL01 ,27,2
COIMBRES04DEL01 ,28,2
MUMRES16DEL01 ,36,2
KNPRES04DEL01 ,22,1
LUDHRES02DEL02 ,20,2
PUNERES05DEL02 ,35,2
JAPRES010DEL01 ,33,1
BANGRES08DEL03 ,24,1
MUMRES010DEL01 ,22,0
RANCHIRES09DEL01 ,35,2
INDORES01DEL01 ,21,2
PUNERES05DEL03 ,21,1
VADRES19DEL03 ,39,2
BANGRES010DEL02 ,24,0
RANCHIRES18DEL02 ,26,2
COIMBRES07DEL02 ,35,1
INDORES09DEL03 ,28,0
MUMRES09DEL01 ,36,0
CHENRES010DEL02 ,37,2
HYDRES09DEL02 ,23,2
JAPRES08DEL03 ,35,0
AGRRES13DEL02 ,23,0
INDORES09DEL02 ,24,2
VADRES08DEL02 ,20,2
CHENRES14DEL01 ,28,1
COIMBRES07DEL03 ,25,2
PUNERES14DEL03 ,37,1
SURRES13DEL02 ,37,2
VADRES13DEL01 ,24,0
MYSRES08DEL03 ,31,1
BHPRES13DEL02 ,34,2
AGRRES11DEL01 ,36,1
KNPRES09DEL01 ,23,2
COIMBRES11DEL03 ,28,1
BANGRES07DEL01 ,28,1
MYSRES17DEL03 ,37,1
VADRES11DEL01 ,30,1
VADRES13DEL01 ,29,2
COIMBRES11DEL03 ,34,1
CHENRES17DEL02 ,22,0
MYSRES06DEL03 ,39,0
PUNERES03DEL02 ,35,0
SURRES11DEL01 ,NaN ,0
KOLRES14DEL01 ,22,1
PUNERES20DEL01 ,33,0
AGRRES15DEL03 ,25,1
SURRES08DEL01 ,32,1
COIMBRES04DEL01 ,31,1
DEHRES17DEL01 ,23,2
GOARES03DEL02 ,23,2
ALHRES06DEL01 ,21,1
HYDRES16DEL03 ,30,1
HYDRES01DEL02 ,31,1
CHENRES03DEL02 ,24,2
KOLRES06DEL02 ,27,0
MYSRES14DEL03 ,30,1
MYSRES02DEL01 ,38,1
MUMRES14DEL03 ,24,1
KOCRES01DEL01 ,36,1
MYSRES04DEL02 ,27,0
BANGRES17DEL02 ,30,2
COIMBRES02DEL03 ,32,0
MUMRES07DEL03 ,33,1
INDORES04DEL03 ,32,1
MUMRES11DEL03 ,27,1
HYDRES04DEL03 ,28,0
INDORES04DEL03 ,31,1
INDORES15DEL02 ,39,2
COIMBRES15DEL01 ,28,2
VADRES03DEL03 ,32,1
COIMBRES14DEL01 ,26,2
GOARES12DEL03 ,24,1
RANCHIRES03DEL02 ,39,2
COIMBRES01DEL02 ,NaN ,0
VADRES010DEL02 ,38,1
GOARES05DEL03 ,34,1
MYSRES06DEL02 ,21,0
INDORES12DEL01 ,25,2
AGRRES07DEL03 ,28,2
INDORES11DEL01 ,31,1
GOARES14DEL03 ,24,0
LUDHRES14DEL01 ,34,2
MUMRES15DEL03 ,35,2
MUMRES15DEL01 ,32,0
MYSRES17DEL01 ,32,0
VADRES17DEL01 ,25,1
PUNERES16DEL02 ,33,0
COIMBRES07DEL03 ,26,1
HYDRES03DEL01 ,39,0
VADRES08DEL03 ,31,1
KOLRES16DEL01 ,24,2
ALHRES05DEL02 ,20,1
HYDRES13DEL01 ,23,1
MUMRES19DEL01 ,39,2
PUNERES01DEL01 ,23,0
CHENRES06DEL02 ,23,1
BHPRES09DEL01 ,33,1
BANGRES11DEL02 ,23,2
GOARES07DEL02 ,24,2
BANGRES010DEL03 ,39,0
PUNERES11DEL01 ,21,2
RANCHIRES20DEL02 ,37,1
CHENRES010DEL01 ,20,2
MUMRES07DEL01 ,34,2
MUMRES15DEL03 ,20,0
LUDHRES09DEL02 ,27,2
JAPRES05DEL02 ,38,2
DEHRES01DEL01 ,34,2
GOARES14DEL01 ,27,0
GOARES07DEL02 ,25,2
HYDRES07DEL01 ,36,2
PUNERES11DEL01 ,32,1
RANCHIRES11DEL01 ,26,1
VADRES07DEL01 ,NaN ,3
JAPRES14DEL02 ,27,0
COIMBRES11DEL01 ,33,2
CHENRES02DEL02 ,34,0
RANCHIRES20DEL02 ,23,2
MUMRES08DEL03 ,31,1
MYSRES06DEL02 ,32,2
INDORES03DEL03 ,21,0
DEHRES06DEL02 ,33,0
VADRES03DEL03 ,22,2
RANCHIRES08DEL02 ,29,1
MUMRES04DEL03 ,37,0
MYSRES11DEL01 ,24,2
JAPRES19DEL03 ,22,2
KNPRES20DEL03 ,36,0
SURRES19DEL03 ,32,0
PUNERES19DEL03 ,22,0
AGRRES06DEL03 ,30,0
KOLRES05DEL01 ,36,0
KOCRES11DEL02 ,20,0
INDORES15DEL03 ,30,2
RANCHIRES17DEL01 ,30,0
MUMRES07DEL02 ,32,2
SURRES01DEL03 ,33,1
RANCHIRES20DEL03 ,39,0
AGRRES20DEL01 ,27,0
CHENRES12DEL03 ,34,0
INDORES13DEL02 ,22,2
ALHRES14DEL02 ,36,0
JAPRES06DEL02 ,25,0
COIMBRES11DEL02 ,21,2
ALHRES03DEL01 ,22,0
KOCRES06DEL02 ,NaN ,3
DEHRES06DEL02 ,38,2
COIMBRES16DEL01 ,32,2
RANCHIRES02DEL03 ,37,1
MYSRES010DEL03 ,36,1
RANCHIRES02DEL01 ,15,3
AGRRES07DEL01 ,28,1
MUMRES07DEL02 ,21,0
RANCHIRES06DEL02 ,28,0
RANCHIRES02DEL03 ,28,0
VADRES09DEL02 ,35,2
MUMRES02DEL01 ,34,2
SURRES11DEL01 ,27,2
JAPRES11DEL01 ,22,1
KNPRES14DEL02 ,37,2
AGRRES19DEL01 ,29,2
GOARES20DEL01 ,36,1
INDORES14DEL02 ,30,1
INDORES01DEL01 ,29,2
PUNERES16DEL03 ,21,1
KNPRES18DEL01 ,33,2
JAPRES09DEL03 ,28,1
VADRES19DEL02 ,33,2
RANCHIRES19DEL02 ,20,1
KOCRES11DEL01 ,36,0
BANGRES07DEL01 ,30,2
AURGRES11DEL03 ,29,2
AURGRES13DEL01 ,27,0
COIMBRES05DEL01 ,27,0
PUNERES07DEL03 ,36,1
COIMBRES18DEL01 ,27,2
CHENRES03DEL02 ,28,0
COIMBRES06DEL02 ,27,0
KNPRES12DEL03 ,34,2
RANCHIRES19DEL02 ,NaN ,3
COIMBRES13DEL01 ,33,2
MYSRES06DEL03 ,35,1
VADRES17DEL01 ,25,0
BANGRES05DEL02 ,31,0
MYSRES05DEL01 ,20,2
AGRRES12DEL02 ,37,1
JAPRES15DEL03 ,36,1
RANCHIRES06DEL03 ,20,0
INDORES06DEL01 ,39,1
SURRES11DEL03 ,30,2
PUNERES18DEL03 ,30,1
BANGRES09DEL02 ,39,1
JAPRES02DEL01 ,31,0
BANGRES12DEL01 ,27,0
HYDRES06DEL01 ,37,1
HYDRES15DEL01 ,27,1
RANCHIRES06DEL01 ,20,2
MUMRES20DEL01 ,38,1
HYDRES06DEL01 ,27,2
BANGRES07DEL02 ,28,2
JAPRES01DEL03 ,38,2
HYDRES08DEL01 ,20,2
INDORES010DEL02 ,31,1
CHENRES14DEL01 ,21,0
BANGRES05DEL01 ,36,0
JAPRES20DEL02 ,34,0
SURRES08DEL03 ,28,0
MYSRES13DEL01 ,31,2
BHPRES05DEL02 ,38,2
VADRES03DEL01 ,39,1
ALHRES02DEL01 ,28,1
CHENRES16DEL02 ,NaN ,0
BANGRES17DEL01 ,34,0
MYSRES04DEL01 ,32,2
CHENRES09DEL02 ,NaN ,1
CHENRES06DEL02 ,33,1
MUMRES14DEL01 ,21,1
RANCHIRES010DEL01 ,24,1
JAPRES02DEL02 ,31,0
KOLRES17DEL02 ,29,1
COIMBRES010DEL01 ,31,1
MUMRES09DEL02 ,39,1
JAPRES15DEL01 ,38,2
PUNERES06DEL01 ,32,2
RANCHIRES09DEL02 ,23,1
JAPRES04DEL02 ,22,1
BHPRES09DEL01 ,32,0
KOLRES05DEL02 ,21,2
HYDRES03DEL01 ,32,2
KOLRES01DEL03 ,30,1
ALHRES12DEL02 ,27,0
JAPRES04DEL01 ,38,2
CHENRES12DEL02 ,30,0
MYSRES09DEL03 ,33,0
MYSRES07DEL01 ,22,0
RANCHIRES06DEL03 ,38,0
SURRES01DEL03 ,28,0
CHENRES04DEL02 ,33,2
PUNERES11DEL01 ,31,0
HYDRES11DEL01 ,38,2
BANGRES01DEL01 ,30,1
DEHRES20DEL02 ,22,0
HYDRES20DEL01 ,33,1
RANCHIRES16DEL01 ,36,2
BANGRES16DEL02 ,33,0
PUNERES05DEL02 ,34,2
PUNERES03DEL03 ,35,0
SURRES02DEL01 ,26,1
MYSRES14DEL02 ,32,2
JAPRES14DEL01 ,21,0
INDORES19DEL02 ,32,2
MUMRES12DEL03 ,30,0
CHENRES010DEL01 ,35,1
BANGRES17DEL03 ,37,2
COIMBRES05DEL03 ,34,2
VADRES17DEL01 ,21,0
SURRES15DEL03 ,38,1
MUMRES13DEL03 ,39,2
BANGRES11DEL01 ,36,0
JAPRES05DEL02 ,37,1
MUMRES06DEL03 ,29,0
INDORES16DEL01 ,39,0
MYSRES16DEL03 ,23,2
JAPRES12DEL03 ,31,1
LUDHRES12DEL02 ,39,0
PUNERES01DEL01 ,33,0
SURRES01DEL02 ,33,2
JAPRES03DEL03 ,22,1
INDORES14DEL02 ,20,2
BHPRES01DEL01 ,34,0
VADRES04DEL03 ,33,2
PUNERES17DEL01 ,26,1
COIMBRES02DEL01 ,32,2
MUMRES20DEL03 ,20,2
RANCHIRES13DEL02 ,29,2
SURRES19DEL02 ,26,2
RANCHIRES010DEL02 ,33,0
MYSRES14DEL01 ,31,2
INDORES17DEL03 ,38,0
BANGRES15DEL02 ,32,1
SURRES06DEL03 ,24,1
SURRES06DEL01 ,28,2
RANCHIRES15DEL03 ,23,0
KOLRES07DEL02 ,24,2
MYSRES12DEL01 ,NaN ,3
HYDRES03DEL01 ,24,0
JAPRES03DEL01 ,25,1
RANCHIRES06DEL03 ,33,0
CHENRES15DEL03 ,28,2
AURGRES06DEL01 ,35,2
BHPRES14DEL01 ,29,2
KNPRES20DEL01 ,32,0
PUNERES16DEL01 ,31,0
GOARES05DEL01 ,24,0
CHENRES19DEL03 ,33,0
INDORES06DEL02 ,20,2
MUMRES04DEL02 ,33,2
KNPRES06DEL03 ,31,0
VADRES010DEL01 ,39,1
HYDRES14DEL02 ,39,2
ALHRES06DEL01 ,39,2
INDORES02DEL01 ,21,2
CHENRES07DEL03 ,20,1
HYDRES18DEL03 ,39,2
CHENRES14DEL02 ,33,0
SURRES05DEL01 ,25,0
HYDRES19DEL02 ,30,0
LUDHRES07DEL01 ,32,1
SURRES12DEL03 ,23,1
DEHRES14DEL01 ,30,2
JAPRES18DEL03 ,20,2
PUNERES17DEL01 ,20,0
PUNERES09DEL02 ,32,0
MUMRES17DEL02 ,NaN ,2
CHENRES16DEL02 ,36,1
CHENRES09DEL03 ,34,1
RANCHIRES02DEL03 ,34,2
JAPRES11DEL02 ,33,0
SURRES07DEL01 ,26,1
VADRES16DEL03 ,39,0
LUDHRES03DEL02 ,31,0
LUDHRES20DEL01 ,31,1
LUDHRES15DEL02 ,20,2
SURRES12DEL01 ,26,1
KOLRES09DEL02 ,37,2
RANCHIRES01DEL02 ,28,1
INDORES19DEL02 ,28,1
PUNERES01DEL03 ,31,0
CHENRES16DEL01 ,27,2
AGRRES11DEL01 ,34,0
MUMRES07DEL01 ,38,0
PUNERES02DEL01 ,28,1
PUNERES11DEL02 ,39,0
HYDRES05DEL01 ,28,0
KOLRES01DEL03 ,38,1
MUMRES13DEL03 ,30,0
HYDRES09DEL03 ,36,1
RANCHIRES07DEL03 ,34,1
LUDHRES06DEL01 ,33,1
