ID,City,Weatherconditions,Road_traffic_density
0x571e ,Metropolitian ,conditions Stormy,Jam 
0x8880 ,Urban ,conditions Sandstorms,Low 
0x7ea7 ,Metropolitian ,conditions Cloudy,Jam 
0xcf15 ,Metropolitian ,conditions Fog,High 
0x5549 ,Metropolitian ,conditions Stormy,Medium 
0xb773 ,Metropolitian ,conditions Fog,High 
0xa927 ,Urban ,conditions Windy,Jam 
0x733c ,Metropolitian ,conditions Fog,Jam 
0xab13 ,Metropolitian ,conditions Windy,High 
0x8b09 ,Metropolitian ,conditions Windy,Medium 
0xb283 ,Metropolitian ,conditions Sandstorms,Jam 
0xcca6 ,Metropolitian ,conditions Cloudy,Low 
0x4108 ,Urban ,conditions Sandstorms,Low 
0x488 ,Metropolitian ,conditions NaN,NaN 
0x8df0 ,Metropolitian ,conditions Sandstorms,Low 
0xcaef ,Metropolitian ,conditions Stormy,Low 
0x75e2 ,Metropolitian ,conditions Cloudy,Low 
0x5a15 ,Metropolitian ,conditions Stormy,Low 
0x5a6e ,Metropolitian ,conditions Cloudy,Low 
0x6bab ,Urban ,conditions Sandstorms,Jam 
0x8c90 ,Metropolitian ,conditions Cloudy,Medium 
0x9ca1 ,Metropolitian ,conditions Stormy,Low 
0xf9b ,Metropolitian ,conditions Stormy,Jam 
0x72b8 ,Metropolitian ,conditions Stormy,Jam 
0xa2f5 ,Metropolitian ,conditions Sandstorms,Jam 
0x8576 ,Metropolitian ,conditions Fog,High 
0xbd58 ,Metropolitian ,conditions Windy,Medium 
0xaf6c ,Metropolitian ,conditions Fog,Low 
0xbf7b ,Metropolitian ,conditions NaN,NaN 
0xd2b9 ,Metropolitian ,conditions Sunny,Jam 
0x6ed3 ,Metropolitian ,conditions Fog,Low 
0x78fe ,Metropolitian ,conditions Windy,Low 
0xc85b ,Metropolitian ,conditions Windy,Low 
0xa134 ,Urban ,conditions Sunny,Medium 
0x53cf ,Metropolitian ,conditions Windy,Medium 
0xb4ca ,Metropolitian ,conditions Sandstorms,Jam 
0x2c2a ,Metropolitian ,conditions Cloudy,Medium 
0xb0f6 ,Metropolitian ,conditions Stormy,Jam 
0x3677 ,Metropolitian ,conditions Windy,High 
0x647b ,Metropolitian ,conditions Fog,Jam 
0x3e05 ,Metropolitian ,conditions Stormy,Low 
0xa602 ,Metropolitian ,conditions Cloudy,Low 
0xb6fd ,Metropolitian ,conditions Cloudy,Jam 
0xdc7d ,Metropolitian ,conditions Sandstorms,Jam 
0x707f ,Metropolitian ,conditions Cloudy,High 
0x9c07 ,Metropolitian ,conditions Windy,Low 
0xa8b0 ,Metropolitian ,conditions Windy,Low 
0x4207 ,Metropolitian ,conditions Cloudy,Low 
0x4076 ,Urban ,conditions Stormy,Low 
0x6765 ,Metropolitian ,conditions Fog,Jam 
0xb5c5 ,Metropolitian ,conditions Cloudy,Jam 
0xccd3 ,Metropolitian ,conditions Sunny,Low 
0xc875 ,Urban ,conditions Sandstorms,Medium 
0x8cf5 ,Metropolitian ,conditions Windy,Low 
0xa5f5 ,Urban ,conditions Windy,Low 
0x83f4 ,Metropolitian ,conditions Stormy,Low 
0x7a39 ,Urban ,conditions Fog,Medium 
0x9db6 ,NaN ,conditions Windy,Low 
0x2a9b ,Metropolitian ,conditions Windy,Jam 
0xa3cd ,Metropolitian ,conditions Sunny,Low 
0x556 ,Metropolitian ,conditions NaN,NaN 
0x7d57 ,Metropolitian ,conditions Sandstorms,Low 
0x4dc6 ,Metropolitian ,conditions Sunny,Low 
0xb516 ,Metropolitian ,conditions Stormy,Jam 
0xd9a8 ,Urban ,conditions Sunny,Medium 
0xaf5d ,Metropolitian ,conditions Cloudy,Medium 
0x183b ,Metropolitian ,conditions Cloudy,Jam 
0x73da ,Metropolitian ,conditions Stormy,Medium 
0xdd87 ,NaN ,conditions Sunny,Medium 
0x9b36 ,Metropolitian ,conditions Stormy,Low 
0x7496 ,Urban ,conditions Stormy,Low 
0xe1f5 ,Metropolitian ,conditions Sandstorms,Low 
0xcdfb ,Metropolitian ,conditions Cloudy,Low 
0x7eef ,Urban ,conditions Windy,Jam 
0x17cf ,Metropolitian ,conditions Stormy,Jam 
0x4a80 ,Metropolitian ,conditions Stormy,Jam 
0x3974 ,Metropolitian ,conditions Fog,Jam 
0xb2db ,Urban ,conditions Windy,Low 
0x9c15 ,Metropolitian ,conditions Sandstorms,Low 
0x55ee ,Metropolitian ,conditions Sandstorms,Jam 
0x3345 ,Metropolitian ,conditions Windy,Jam 
0x6a5f ,Metropolitian ,conditions Cloudy,Low 
0xb20b ,Metropolitian ,conditions Stormy,Low 
0x5fd5 ,Urban ,conditions Cloudy,Medium 
0xc84b ,Urban ,conditions Windy,Jam 
0xe51 ,Metropolitian ,conditions NaN,NaN 
0xcf37 ,Metropolitian ,conditions Fog,Jam 
0x4605 ,Urban ,conditions Stormy,Jam 
0xdb0a ,Metropolitian ,conditions Sandstorms,Medium 
0x7dfd ,Metropolitian ,conditions Fog,Medium 
0x7bce ,Metropolitian ,conditions Sunny,Medium 
0x2bcf ,Metropolitian ,conditions Windy,Jam 
0xd85a ,Metropolitian ,conditions Fog,Medium 
0xdf6a ,Urban ,conditions Cloudy,Medium 
0x48c ,Metropolitian ,conditions Cloudy,Medium 
0xb5dc ,Urban ,conditions Sunny,High 
0xa65a ,Urban ,conditions Sunny,Low 
0xb24 ,Metropolitian ,conditions Cloudy,Low 
0xb6b7 ,Urban ,conditions Windy,Low 
0xc79d ,NaN ,conditions Stormy,High 
0x9286 ,Urban ,conditions Fog,Medium 
0xd6fd ,Metropolitian ,conditions Windy,Medium 
0x42e0 ,Metropolitian ,conditions Fog,High 
0x2d8f ,Metropolitian ,conditions Stormy,Medium 
0x119b ,Urban ,conditions Stormy,High 
0x229e ,Metropolitian ,conditions Sunny,Jam 
0x169b ,Metropolitian ,conditions Cloudy,High 
0x5f97 ,Metropolitian ,conditions Sandstorms,Jam 
0x44e6 ,Metropolitian ,conditions Cloudy,Jam 
0x6d15 ,Metropolitian ,conditions Fog,Jam 
0xa5e7 ,Metropolitian ,conditions Sandstorms,Low 
0x68fe ,Metropolitian ,conditions Sunny,Jam 
0x1562 ,Metropolitian ,conditions Sunny,Medium 
0x242d ,Metropolitian ,conditions Windy,Low 
0x2d5b ,Metropolitian ,conditions Fog,Medium 
0x7087 ,Metropolitian ,conditions Stormy,High 
0x33df ,Urban ,conditions Sunny,Medium 
0x3504 ,Metropolitian ,conditions Windy,Medium 
0xc9ed ,Metropolitian ,conditions Cloudy,High 
0x878d ,Metropolitian ,conditions Fog,Medium 
0x14eb ,Metropolitian ,conditions Sunny,Low 
0x74bf ,Metropolitian ,conditions Sunny,High 
0xc0d5 ,Metropolitian ,conditions Cloudy,High 
0x318f ,Urban ,conditions Fog,Jam 
0x62c3 ,Metropolitian ,conditions Stormy,Medium 
0xd67e ,Metropolitian ,conditions Sandstorms,Low 
0xd0bc ,Urban ,conditions NaN,NaN 
0xa69d ,Urban ,conditions Stormy,Low 
0x99f2 ,Urban ,conditions Windy,Low 
0x4356 ,Urban ,conditions Cloudy,Low 
0x3f87 ,Metropolitian ,conditions Sandstorms,Low 
0x5b13 ,Metropolitian ,conditions Sandstorms,Low 
0xc74d ,Metropolitian ,conditions Sunny,Jam 
0x40aa ,Metropolitian ,conditions Cloudy,Low 
0x2f22 ,Metropolitian ,conditions Windy,Jam 
0x242e ,Urban ,conditions Fog,Jam 
0x87f5 ,Metropolitian ,conditions Stormy,Jam 
0xc9c9 ,Metropolitian ,conditions Stormy,Jam 
0x594b ,NaN ,conditions Sunny,Medium 
0x6e78 ,Metropolitian ,conditions Cloudy,Low 
0x96d8 ,Metropolitian ,conditions Stormy,Jam 
0x5b54 ,Metropolitian ,conditions Fog,Medium 
0xa524 ,Urban ,conditions Sandstorms,Low 
0x1527 ,Metropolitian ,conditions Cloudy,Medium 
0x1097 ,Urban ,conditions Sandstorms,Low 
0xdee1 ,Metropolitian ,conditions Sunny,Low 
0x3f08 ,Metropolitian ,conditions Cloudy,Low 
0xc5b5 ,Urban ,conditions Cloudy,Low 
0x78a0 ,Metropolitian ,conditions Windy,Low 
0x50cc ,Metropolitian ,conditions Cloudy,Jam 
0x47a0 ,Metropolitian ,conditions Sandstorms,Jam 
0xa612 ,Metropolitian ,conditions Sandstorms,Jam 
0xbd63 ,Urban ,conditions Windy,High 
0x1770 ,Metropolitian ,conditions Cloudy,Low 
0xb809 ,Metropolitian ,conditions Stormy,Jam 
0xada2 ,Metropolitian ,conditions Stormy,Low 
0x6153 ,Urban ,conditions Cloudy,Medium 
0xd6c6 ,Urban ,conditions Sunny,Medium 
0xc3e5 ,Metropolitian ,conditions Sandstorms,Jam 
0xb007 ,Urban ,conditions Windy,Jam 
0xc6c9 ,Metropolitian ,conditions Sunny,Medium 
0x72e5 ,Metropolitian ,conditions Windy,Low 
0x6e71 ,Metropolitian ,conditions Windy,Low 
0x6cd6 ,Metropolitian ,conditions Cloudy,Low 
0x39ba ,Metropolitian ,conditions Fog,Low 
0x25d5 ,Metropolitian ,conditions Sunny,Low 
0xd84b ,Metropolitian ,conditions Cloudy,Jam 
0x3e76 ,Metropolitian ,conditions Windy,Jam 
0x2737 ,Metropolitian ,conditions Stormy,High 
0x392c ,Metropolitian ,conditions Sunny,Medium 
0x50cd ,Metropolitian ,conditions Sandstorms,Jam 
0x8d52 ,Urban ,conditions Sandstorms,Jam 
0x4338 ,Urban ,conditions Windy,Jam 
0x5de3 ,Metropolitian ,conditions Fog,Low 
0x3cf9 ,Metropolitian ,conditions Stormy,Jam 
0x2f8a ,Metropolitian ,conditions Stormy,Jam 
0xda06 ,Urban ,conditions Cloudy,Medium 
0x592f ,Metropolitian ,conditions Cloudy,Medium 
0xbf60 ,Metropolitian ,conditions Windy,Medium 
0x7492 ,Urban ,conditions Windy,Low 
0x1d52 ,Metropolitian ,conditions Sandstorms,Jam 
0x68b2 ,Urban ,conditions Sunny,Jam 
0xa9e1 ,Metropolitian ,conditions Fog,High 
0x2496 ,Metropolitian ,conditions Fog,Medium 
0x691d ,Metropolitian ,conditions Stormy,Medium 
0x5ea8 ,Metropolitian ,conditions Stormy,Low 
0x46b0 ,Metropolitian ,conditions Fog,Jam 
0xcdf0 ,Metropolitian ,conditions Sandstorms,High 
0x1348 ,Metropolitian ,conditions Stormy,Medium 
0x2ba8 ,Urban ,conditions Sunny,Low 
0xedc ,Urban ,conditions Sunny,Medium 
0x9714 ,Urban ,conditions Cloudy,Low 
0x8e03 ,Metropolitian ,conditions Windy,Low 
0x9d0a ,Urban ,conditions Cloudy,Medium 
0x2353 ,Metropolitian ,conditions Windy,Low 
0x3587 ,Metropolitian ,conditions Cloudy,Low 
0xfce ,Urban ,conditions Stormy,Low 
0x888f ,Metropolitian ,conditions Sandstorms,Low 
0xb3ce ,Metropolitian ,conditions Sunny,High 
0x1f8d ,Metropolitian ,conditions Cloudy,Medium 
0x5ba3 ,Metropolitian ,conditions Cloudy,Jam 
0x7382 ,Metropolitian ,conditions Sunny,Medium 
0x479f ,Metropolitian ,conditions Sunny,Low 
0x2600 ,Metropolitian ,conditions Sandstorms,Medium 
0x9769 ,Metropolitian ,conditions Sandstorms,Low 
0xb397 ,Metropolitian ,conditions Sandstorms,Low 
0x3db9 ,Metropolitian ,conditions Fog,Jam 
0x8134 ,Metropolitian ,conditions Sunny,Low 
0xca1a ,Metropolitian ,conditions Stormy,Jam 
0x9af9 ,Metropolitian ,conditions Stormy,Jam 
0x85bc ,Metropolitian ,conditions Sunny,Low 
0x36bc ,Metropolitian ,conditions Windy,Low 
0x6ba6 ,Metropolitian ,conditions Cloudy,Medium 
0x5bbb ,Metropolitian ,conditions Sandstorms,Jam 
0x41ce ,Metropolitian ,conditions Fog,Low 
0x8f54 ,Urban ,conditions Sandstorms,High 
0x1489 ,Urban ,conditions Cloudy,Low 
0xce7d ,Urban ,conditions Fog,Medium 
0xd580 ,Urban ,conditions Cloudy,Jam 
0x75c2 ,Urban ,conditions Stormy,Medium 
0x906 ,Metropolitian ,conditions Stormy,Jam 
0xca30 ,Metropolitian ,conditions Fog,Medium 
0x17a6 ,Metropolitian ,conditions Stormy,Low 
0x5af9 ,Metropolitian ,conditions Fog,Medium 
0x109b ,Metropolitian ,conditions Windy,Medium 
0x3bb1 ,Metropolitian ,conditions Windy,Jam 
0x54d3 ,NaN ,conditions Sandstorms,High 
0xb2ca ,Urban ,conditions Cloudy,Medium 
0xdb13 ,Urban ,conditions Windy,Jam 
0x71c3 ,Metropolitian ,conditions Windy,Low 
0xa3bc ,Urban ,conditions Stormy,Low 
0x3301 ,Metropolitian ,conditions Cloudy,High 
0xa8a3 ,Metropolitian ,conditions Windy,Jam 
0x4bab ,Metropolitian ,conditions Windy,Jam 
0x830c ,Metropolitian ,conditions Cloudy,Low 
0xdaab ,NaN ,conditions Cloudy,Low 
0x9a9 ,Metropolitian ,conditions Stormy,Jam 
0x1b73 ,Metropolitian ,conditions Sunny,High 
0x261e ,Metropolitian ,conditions Cloudy,Medium 
0xac6c ,Urban ,conditions Sandstorms,Jam 
0x56b4 ,Semi-Urban ,conditions Fog,Jam 
0x2c89 ,Urban ,conditions Sunny,Jam 
0x4ef5 ,Metropolitian ,conditions Cloudy,Medium 
0x6083 ,Metropolitian ,conditions Cloudy,Jam 
0x9aca ,Metropolitian ,conditions Cloudy,Jam 
0x5f4b ,Urban ,conditions Fog,Low 
0xcfbc ,Metropolitian ,conditions Sandstorms,Medium 
0x8e48 ,Metropolitian ,conditions Sandstorms,Jam 
0xe178 ,Metropolitian ,conditions Windy,Low 
0x7f1f ,Urban ,conditions Fog,Low 
0x3a6b ,Metropolitian ,conditions Sandstorms,Low 
0x25e3 ,NaN ,conditions Sunny,Medium 
0xbfa0 ,Metropolitian ,conditions Sunny,Medium 
0x8e49 ,Urban ,conditions Sunny,Medium 
0x7745 ,Urban ,conditions Windy,Jam 
0x9976 ,Urban ,conditions Sunny,Jam 
0xdc39 ,Urban ,conditions Sunny,Jam 
0x6a7d ,Metropolitian ,conditions Fog,Jam 
0x11ae ,Urban ,conditions Cloudy,Low 
0x6158 ,Metropolitian ,conditions Fog,Low 
0xd5a3 ,Metropolitian ,conditions Sunny,Jam 
0x2b13 ,Metropolitian ,conditions Fog,High 
0x4b3c ,Metropolitian ,conditions Windy,Low 
0x4745 ,Metropolitian ,conditions Sunny,Jam 
0x3d02 ,Metropolitian ,conditions Fog,Medium 
0xabf4 ,Metropolitian ,conditions Cloudy,Low 
0xd702 ,Urban ,conditions Windy,Low 
0x587b ,Metropolitian ,conditions Fog,Low 
0x2e06 ,NaN ,conditions Sunny,Medium 
0x334e ,Urban ,conditions Cloudy,Low 
0x725d ,Metropolitian ,conditions Fog,Jam 
0x3e70 ,Metropolitian ,conditions Stormy,Low 
0xc9da ,Metropolitian ,conditions Sandstorms,Medium 
0x627f ,Urban ,conditions Stormy,High 
0x5b0c ,Metropolitian ,conditions Sunny,Low 
0x46f7 ,NaN ,conditions Sunny,Low 
0xe0c ,Metropolitian ,conditions Sandstorms,High 
0x8320 ,Metropolitian ,conditions Sunny,Medium 
0xa30e ,Metropolitian ,conditions Fog,Low 
0x16a5 ,Metropolitian ,conditions NaN,NaN 
0x384e ,Metropolitian ,conditions Windy,Medium 
0xb95c ,Metropolitian ,conditions Windy,Jam 
0x5570 ,Metropolitian ,conditions Fog,Low 
0x3800 ,Metropolitian ,conditions Windy,Medium 
0x4561 ,Metropolitian ,conditions Windy,Low 
0x454d ,Metropolitian ,conditions Sandstorms,Jam 
0x8be2 ,Metropolitian ,conditions Fog,Medium 
0xdaa5 ,Metropolitian ,conditions Sunny,Low 
0x25fc ,Metropolitian ,conditions Stormy,Jam 
0x3d45 ,Metropolitian ,conditions Windy,High 
0x8146 ,Urban ,conditions Sandstorms,Low 
0x9989 ,Metropolitian ,conditions Sandstorms,Jam 
0x8b4b ,Urban ,conditions Windy,Medium 
0x8640 ,Urban ,conditions Stormy,Jam 
0x2138 ,Urban ,conditions Stormy,Low 
0x2ca2 ,Metropolitian ,conditions Cloudy,Jam 
0x53c9 ,Metropolitian ,conditions Cloudy,Medium 
0x3bd7 ,Metropolitian ,conditions Fog,Low 
0x2c78 ,Metropolitian ,conditions Cloudy,Medium 
0x4a0 ,Metropolitian ,conditions NaN,NaN 
0x14e8 ,Metropolitian ,conditions Sandstorms,Medium 
0xdc31 ,Metropolitian ,conditions Fog,Medium 
0x5fd0 ,Metropolitian ,conditions Sandstorms,Medium 
0xa1d1 ,Metropolitian ,conditions Cloudy,Jam 
0xc415 ,Metropolitian ,conditions Sunny,Low 
0xa81e ,Metropolitian ,conditions Sandstorms,Jam 
0x5b98 ,Metropolitian ,conditions Sandstorms,Low 
0x626a ,Metropolitian ,conditions Sandstorms,Jam 
0x3f1a ,Urban ,conditions Sunny,High 
0xc37d ,Urban ,conditions Sandstorms,Low 
0xcde1 ,Metropolitian ,conditions Cloudy,Jam 
0xdf88 ,Metropolitian ,conditions Windy,Low 
0x661a ,Metropolitian ,conditions Cloudy,Medium 
0x664d ,Metropolitian ,conditions Sandstorms,Jam 
0x8f01 ,Metropolitian ,conditions Sandstorms,Low 
0xa76d ,Metropolitian ,conditions Sunny,Low 
0xd63 ,Metropolitian ,conditions Windy,Medium 
0xb387 ,Metropolitian ,conditions Stormy,Medium 
0xa135 ,Metropolitian ,conditions Stormy,Low 
0xd17e ,Metropolitian ,conditions Windy,Low 
0x9121 ,Metropolitian ,conditions Fog,Jam 
0xd40b ,Metropolitian ,conditions Windy,Low 
0x5723 ,Metropolitian ,conditions Fog,Jam 
0xd651 ,Metropolitian ,conditions Sunny,Jam 
0x4723 ,Metropolitian ,conditions Cloudy,Jam 
0x5f76 ,Metropolitian ,conditions Windy,Jam 
0x18b3 ,Metropolitian ,conditions NaN,NaN 
0x3d5c ,Metropolitian ,conditions Sunny,Jam 
0x7a82 ,Metropolitian ,conditions Sandstorms,Low 
0x18f1 ,Metropolitian ,conditions Windy,Jam 
0xc47d ,Metropolitian ,conditions Windy,Medium 
0x8e44 ,Metropolitian ,conditions Sandstorms,Low 
0x9b69 ,Metropolitian ,conditions Cloudy,Low 
0xa3db ,Urban ,conditions Sandstorms,Medium 
0xa6de ,Metropolitian ,conditions Windy,Jam 
0x8894 ,Metropolitian ,conditions Sandstorms,Medium 
0x4cd5 ,Urban ,conditions Sunny,Jam 
0x1391 ,Metropolitian ,conditions Windy,Jam 
0x1d31 ,Urban ,conditions Sunny,Medium 
0x6920 ,Metropolitian ,conditions Sunny,Jam 
0x3962 ,Semi-Urban ,conditions Sandstorms,Jam 
0x8459 ,Metropolitian ,conditions Sunny,Medium 
0x5c0 ,Urban ,conditions Stormy,Low 
0xa252 ,Urban ,conditions Fog,Low 
0x1631 ,Urban ,conditions Cloudy,Low 
0x784e ,Metropolitian ,conditions Windy,Medium 
0x8c31 ,Metropolitian ,conditions Sandstorms,Jam 
0xe0a5 ,Metropolitian ,conditions Fog,Low 
0xa425 ,Metropolitian ,conditions Sandstorms,Jam 
0xa84d ,Metropolitian ,conditions Sandstorms,High 
0x2c5d ,Metropolitian ,conditions Sandstorms,Medium 
0x2b6f ,Metropolitian ,conditions Sandstorms,Low 
0x5407 ,Metropolitian ,conditions Cloudy,Low 
0x8738 ,NaN ,conditions Sandstorms,Low 
0x17a1 ,Metropolitian ,conditions Sandstorms,Medium 
0xc7ec ,Metropolitian ,conditions Cloudy,High 
0x9e0 ,Metropolitian ,conditions Sandstorms,Jam 
0x41b3 ,Urban ,conditions Stormy,Low 
0x6564 ,Urban ,conditions Fog,Jam 
0x1790 ,Urban ,conditions Sunny,Low 
0x12a5 ,Urban ,conditions Cloudy,High 
0x77e8 ,Metropolitian ,conditions Fog,Low 
0x4ead ,Metropolitian ,conditions Sunny,Low 
0x8f32 ,Urban ,conditions Sunny,Medium 
0x98df ,Metropolitian ,conditions Fog,Jam 
0x96de ,Urban ,conditions Cloudy,Low 
0x51b7 ,Metropolitian ,conditions Fog,Low 
0xbd1 ,Metropolitian ,conditions Stormy,Low 
0x446f ,Urban ,conditions Stormy,Jam 
0x77f9 ,Metropolitian ,conditions Windy,Jam 
0x59b4 ,Metropolitian ,conditions Stormy,Low 
0x3d77 ,Metropolitian ,conditions Fog,Medium 
0xa1b4 ,Metropolitian ,conditions Cloudy,Jam 
0x5348 ,Metropolitian ,conditions Sandstorms,Low 
0xa155 ,Metropolitian ,conditions Stormy,High 
0xc79b ,Urban ,conditions Stormy,High 
0x3671 ,Urban ,conditions Cloudy,Low 
0x1fb4 ,Metropolitian ,conditions Fog,Jam 
0x238e ,Metropolitian ,conditions Sandstorms,Medium 
0x7d8b ,Metropolitian ,conditions Stormy,High 
0xa4cd ,Metropolitian ,conditions Stormy,Jam 
0x80a9 ,Metropolitian ,conditions Windy,Jam 
0x8888 ,Metropolitian ,conditions Sandstorms,Jam 
0x6c0f ,Metropolitian ,conditions Stormy,Low 
0xc957 ,Metropolitian ,conditions Sandstorms,Medium 
0x9d86 ,Metropolitian ,conditions Windy,High 
0xc117 ,Metropolitian ,conditions Stormy,Jam 
0xb29b ,Urban ,conditions Sandstorms,Jam 
0xfa6 ,Metropolitian ,conditions Stormy,High 
0xbb16 ,Metropolitian ,conditions Windy,Jam 
0xba40 ,Urban ,conditions Sunny,Medium 
0x1d8e ,Metropolitian ,conditions Sandstorms,High 
0xc708 ,Metropolitian ,conditions Sandstorms,Medium 
0xd910 ,Metropolitian ,conditions Cloudy,Jam 
0xb513 ,Metropolitian ,conditions Windy,Jam 
0x30c0 ,Metropolitian ,conditions Stormy,Medium 
0xb19c ,Urban ,conditions Sandstorms,Low 
0x591 ,Urban ,conditions NaN,NaN 
0x3d87 ,Urban ,conditions Windy,High 
0xde57 ,Metropolitian ,conditions Windy,Jam 
0x587c ,Urban ,conditions Windy,Jam 
0x78ea ,Metropolitian ,conditions Sunny,Low 
0x163d ,Metropolitian ,conditions Sandstorms,Low 
0x4724 ,Metropolitian ,conditions Fog,Medium 
0x98da ,Urban ,conditions Windy,Jam 
0x18ac ,Metropolitian ,conditions Cloudy,Medium 
0x5e82 ,Metropolitian ,conditions Sandstorms,Jam 
0xae82 ,Metropolitian ,conditions Cloudy,High 
0x8d62 ,Metropolitian ,conditions Sunny,Low 
0x4452 ,Metropolitian ,conditions Sandstorms,Low 
0x1eb0 ,Metropolitian ,conditions Windy,High 
0x1f4f ,Metropolitian ,conditions Sandstorms,Low 
0xab8d ,Metropolitian ,conditions Sandstorms,Jam 
0x13f7 ,Metropolitian ,conditions Sandstorms,Jam 
0x42eb ,Urban ,conditions Cloudy,Low 
0x15a7 ,Urban ,conditions Sandstorms,Medium 
0xa97a ,Metropolitian ,conditions Stormy,High 
0xac8f ,Metropolitian ,conditions Sandstorms,Jam 
0x6405 ,Metropolitian ,conditions Windy,Medium 
0x7232 ,Urban ,conditions Sunny,Jam 
0x65eb ,Metropolitian ,conditions Sandstorms,Jam 
0x16a7 ,NaN ,conditions Sandstorms,Low 
0x985b ,NaN ,conditions Windy,Medium 
0xc58c ,Metropolitian ,conditions Windy,Low 
0x38f6 ,Metropolitian ,conditions Windy,Medium 
0xd9dc ,Metropolitian ,conditions Cloudy,Medium 
0x8b63 ,Metropolitian ,conditions Sandstorms,Jam 
0xc95f ,Metropolitian ,conditions Sandstorms,Medium 
0xc849 ,Urban ,conditions Cloudy,Medium 
0xd524 ,Metropolitian ,conditions Cloudy,Jam 
0xc61d ,Urban ,conditions Stormy,Low 
0xcd3a ,Metropolitian ,conditions Windy,Jam 
0x25e4 ,Urban ,conditions Stormy,Jam 
0xdf01 ,Metropolitian ,conditions Sandstorms,Medium 
0x101b ,Metropolitian ,conditions Stormy,Low 
0x2d46 ,Metropolitian ,conditions Windy,Low 
0xc269 ,Metropolitian ,conditions Sandstorms,Jam 
0x8383 ,Urban ,conditions Fog,Medium 
0x836e ,Metropolitian ,conditions Stormy,Jam 
0x2841 ,Metropolitian ,conditions Fog,Low 
0xccc4 ,Metropolitian ,conditions Windy,Jam 
0x21f5 ,Metropolitian ,conditions Stormy,Low 
0x655d ,NaN ,conditions Stormy,Low 
0xdf8d ,Metropolitian ,conditions Sunny,Jam 
0xc70b ,Metropolitian ,conditions Stormy,Low 
0x43a0 ,NaN ,conditions Fog,Medium 
0xbd37 ,Metropolitian ,conditions Sunny,Jam 
0x7b0a ,Metropolitian ,conditions Fog,Low 
0x19c3 ,Metropolitian ,conditions Fog,Low 
0xbeb3 ,Metropolitian ,conditions Sunny,Jam 
0x48e3 ,Metropolitian ,conditions Sunny,Jam 
0xa164 ,Metropolitian ,conditions Sandstorms,Jam 
0xccf4 ,Metropolitian ,conditions Windy,Jam 
0x2a95 ,Urban ,conditions Cloudy,Low 
0xadf2 ,Metropolitian ,conditions Stormy,Low 
0x92f6 ,Metropolitian ,conditions Fog,Low 
0x699e ,Metropolitian ,conditions Stormy,Jam 
0xb4ef ,Metropolitian ,conditions Fog,Low 
0xb170 ,Metropolitian ,conditions Fog,Low 
0x646f ,Urban ,conditions Cloudy,Medium 
0xd78a ,Metropolitian ,conditions Sandstorms,Low 
0x6f44 ,Metropolitian ,conditions Fog,Low 
0x2ded ,Urban ,conditions Sandstorms,Medium 
0xde87 ,Metropolitian ,conditions Stormy,Jam 
0x2746 ,Metropolitian ,conditions Cloudy,Medium 
0x2b21 ,Urban ,conditions Windy,Jam 
0x74c4 ,Metropolitian ,conditions Fog,Jam 
0xb5af ,Metropolitian ,conditions Fog,Jam 
0xa478 ,Metropolitian ,conditions Cloudy,Low 
0x6aa0 ,Urban ,conditions Windy,Medium 
0x648f ,Metropolitian ,conditions Windy,Medium 
0x287c ,Metropolitian ,conditions Cloudy,Jam 
0xb24c ,NaN ,conditions Stormy,High 
0x6d47 ,Metropolitian ,conditions Cloudy,Medium 
0x542f ,Metropolitian ,conditions Fog,Low 
0xe05f ,Urban ,conditions Cloudy,Medium 
0xd440 ,Metropolitian ,conditions Sandstorms,Medium 
0x140c ,Urban ,conditions Sunny,Low 
0x95f6 ,Metropolitian ,conditions Stormy,Jam 
0x4170 ,Metropolitian ,conditions Sunny,High 
0x461e ,Urban ,conditions Sunny,Jam 
0x8092 ,Metropolitian ,conditions Cloudy,Jam 
0x66f5 ,Metropolitian ,conditions Sandstorms,Low 
0x7ff0 ,Metropolitian ,conditions Windy,Low 
0x389e ,Metropolitian ,conditions Sandstorms,Jam 
0xb349 ,Metropolitian ,conditions Fog,Low 
0x7558 ,Metropolitian ,conditions Stormy,Low 
0xca7f ,Urban ,conditions Sunny,Jam 
0x18ed ,Metropolitian ,conditions Cloudy,Low 
0x18ab ,Metropolitian ,conditions Stormy,Medium 
0x346c ,Metropolitian ,conditions Sandstorms,Medium 
0x8380 ,Metropolitian ,conditions Sandstorms,Jam 
0xd3a4 ,Metropolitian ,conditions Fog,Jam 
0x735b ,Metropolitian ,conditions Sandstorms,Jam 
0xd8b2 ,Metropolitian ,conditions Stormy,High 
0xd755 ,Metropolitian ,conditions Cloudy,Low 
0x9d2e ,Metropolitian ,conditions Stormy,Jam 
0xc274 ,Metropolitian ,conditions Sunny,Jam 
0xd62f ,Metropolitian ,conditions Windy,Low 
0x941e ,Metropolitian ,conditions Cloudy,Medium 
0x28bf ,Urban ,conditions Sunny,Medium 
0x41bb ,Metropolitian ,conditions Fog,Low 
0x418e ,Metropolitian ,conditions Windy,Jam 
0x25d4 ,Metropolitian ,conditions Sunny,Jam 
0x96d9 ,Metropolitian ,conditions Sunny,High 
0x6a53 ,Urban ,conditions Fog,Jam 
0x4aeb ,Urban ,conditions Sunny,Medium 
0x1e9a ,Urban ,conditions Sandstorms,Medium 
0x7be4 ,Metropolitian ,conditions Cloudy,Low 
